site,natural,cultural,danger,url,country,year
Takht-e Soleyman,0.0,1.0,0.0,https://whc.unesco.org/en/list/1077,Islamic Republic of,2003.0
Three Parallel Rivers of Yunnan Protected Areas,1.0,0.0,0.0,https://whc.unesco.org/en/list/1083,China,2003.0
Uvs Nuur Basin,1.0,0.0,0.0,https://whc.unesco.org/en/list/769,Mongolia,2003.0
White City of Tel-Aviv – the Modern Movement,0.0,1.0,0.0,https://whc.unesco.org/en/list/1096,Israel,2003.0
Wooden Churches of Southern Małopolska,0.0,1.0,0.0,https://whc.unesco.org/en/list/1053,Poland,2003.0
Bam and its Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1208,Islamic Republic of,2004.0
Cape Floral Region Protected Areas,1.0,0.0,0.0,https://whc.unesco.org/en/list/1007,South Africa,2004.0
Capital Cities and Tombs of the Ancient Koguryo Kingdom,0.0,1.0,0.0,https://whc.unesco.org/en/list/1135,China,2004.0
Champaner-Pavagadh Archaeological Park,0.0,1.0,0.0,https://whc.unesco.org/en/list/1101,India,2004.0
Chhatrapati Shivaji Terminus (formerly Victoria Terminus),0.0,1.0,0.0,https://whc.unesco.org/en/list/945,India,2004.0
Complex of Koguryo Tombs,0.0,1.0,0.0,https://whc.unesco.org/en/list/1091,Democratic People's Republic of Korea,2004.0
Dresden Elbe Valley,0.0,1.0,0.0,https://whc.unesco.org/en/list/1156,Germany,2004.0
Ensemble of the Novodevichy Convent,0.0,1.0,0.0,https://whc.unesco.org/en/list/1097,Russian Federation,2004.0
Etruscan Necropolises of Cerveteri and Tarquinia,0.0,1.0,0.0,https://whc.unesco.org/en/list/1158,Italy,2004.0
"Grimeton Radio Station, Varberg",0.0,1.0,0.0,https://whc.unesco.org/en/list/1134,Sweden,2004.0
Ilulissat Icefjord,1.0,0.0,0.0,https://whc.unesco.org/en/list/1149,Denmark,2004.0
Kernavė  Archaeological Site (Cultural Reserve of Kernavė),0.0,1.0,0.0,https://whc.unesco.org/en/list/1137,Lithuania,2004.0
"Koutammakou, the Land of the Batammariba",0.0,1.0,0.0,https://whc.unesco.org/en/list/1140,Benin,2004.0
Landscape of the Pico Island Vineyard Culture,0.0,1.0,0.0,https://whc.unesco.org/en/list/1117,Portugal,2004.0
Liverpool – Maritime Mercantile City,0.0,1.0,0.0,https://whc.unesco.org/en/list/1150,United Kingdom of Great Britain and Northern Ireland,2004.0
Luis Barragán House and Studio,0.0,1.0,0.0,https://whc.unesco.org/en/list/1136,Mexico,2004.0
Madriu-Perafita-Claror Valley,0.0,1.0,0.0,https://whc.unesco.org/en/list/1160,Andorra,2004.0
Medieval Monuments in Kosovo,0.0,1.0,1.0,https://whc.unesco.org/en/list/724,Serbia,2004.0
Muskauer Park / Park Mużakowski,0.0,1.0,0.0,https://whc.unesco.org/en/list/1127,Germany,2004.0
Natural System of Wrangel Island Reserve,1.0,0.0,0.0,https://whc.unesco.org/en/list/1023,Russian Federation,2004.0
Orkhon Valley Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1081,Mongolia,2004.0
Pasargadae,0.0,1.0,0.0,https://whc.unesco.org/en/list/1106,Islamic Republic of,2004.0
Petroglyphs of the Archaeological Landscape of Tanbaly,0.0,1.0,0.0,https://whc.unesco.org/en/list/1145,Kazakhstan,2004.0
Pitons Management Area,1.0,0.0,0.0,https://whc.unesco.org/en/list/1161,Saint Lucia,2004.0
Portuguese City of Mazagan (El Jadida),0.0,1.0,0.0,https://whc.unesco.org/en/list/1058,Morocco,2004.0
Royal Exhibition Building and Carlton Gardens,0.0,1.0,0.0,https://whc.unesco.org/en/list/1131,Australia,2004.0
Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,0.0,1.0,0.0,https://whc.unesco.org/en/list/1142,Japan,2004.0
Tomb of Askia,0.0,1.0,1.0,https://whc.unesco.org/en/list/1139,Mali,2004.0
Town Hall and Roland on the Marketplace of Bremen,0.0,1.0,0.0,https://whc.unesco.org/en/list/1087,Germany,2004.0
Tropical Rainforest Heritage of Sumatra,1.0,0.0,1.0,https://whc.unesco.org/en/list/1167,Indonesia,2004.0
Um er-Rasas (Kastrom Mefa'a),0.0,1.0,0.0,https://whc.unesco.org/en/list/1093,Jordan,2004.0
Val d'Orcia,0.0,1.0,0.0,https://whc.unesco.org/en/list/1026,Italy,2004.0
Vegaøyan – The Vega Archipelago,0.0,1.0,0.0,https://whc.unesco.org/en/list/1143,Norway,2004.0
Þingvellir National Park,0.0,1.0,0.0,https://whc.unesco.org/en/list/1152,Iceland,2004.0
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",0.0,1.0,0.0,https://whc.unesco.org/en/list/1196,Belarus,2005.0
"Biblical Tels - Megiddo, Hazor, Beer Sheba",0.0,1.0,0.0,https://whc.unesco.org/en/list/1108,Israel,2005.0
Coiba National Park and its Special Zone of Marine Protection,1.0,0.0,0.0,https://whc.unesco.org/en/list/1138,Panama,2005.0
Dong Phayayen-Khao Yai Forest Complex,1.0,0.0,0.0,https://whc.unesco.org/en/list/590,Thailand,2005.0
Historic Centre of Macao,0.0,1.0,0.0,https://whc.unesco.org/en/list/1110,China,2005.0
Historic Centres of Berat and Gjirokastra,0.0,1.0,0.0,https://whc.unesco.org/en/list/569,Albania,2005.0
Historical Centre of the City of Yaroslavl,0.0,1.0,0.0,https://whc.unesco.org/en/list/1170,Russian Federation,2005.0
Humberstone and Santa Laura Saltpeter Works,0.0,1.0,0.0,https://whc.unesco.org/en/list/1178,Chile,2005.0
Incense Route - Desert Cities in the Negev,0.0,1.0,0.0,https://whc.unesco.org/en/list/1107,Israel,2005.0
Islands and Protected Areas of the Gulf of California,1.0,0.0,1.0,https://whc.unesco.org/en/list/1182,Mexico,2005.0
Kunya-Urgench,0.0,1.0,0.0,https://whc.unesco.org/en/list/1199,Turkmenistan,2005.0
"Le Havre, the City Rebuilt by Auguste Perret",0.0,1.0,0.0,https://whc.unesco.org/en/list/1181,France,2005.0
Old Bridge Area of the Old City of Mostar,0.0,1.0,0.0,https://whc.unesco.org/en/list/946,Bosnia and Herzegovina,2005.0
Osun-Osogbo Sacred Grove,0.0,1.0,0.0,https://whc.unesco.org/en/list/1118,Nigeria,2005.0
Plantin-Moretus House-Workshops-Museum Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/1185,Belgium,2005.0
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,0.0,1.0,0.0,https://whc.unesco.org/en/list/1192,Bahrain,2005.0
Shiretoko,1.0,0.0,0.0,https://whc.unesco.org/en/list/1193,Japan,2005.0
Soltaniyeh,0.0,1.0,0.0,https://whc.unesco.org/en/list/1188,Islamic Republic of,2005.0
Struve Geodetic Arc,0.0,1.0,0.0,https://whc.unesco.org/en/list/1187,Belarus,2005.0
Syracuse and the Rocky Necropolis of Pantalica,0.0,1.0,0.0,https://whc.unesco.org/en/list/1200,Italy,2005.0
Urban Historic Centre of Cienfuegos,0.0,1.0,0.0,https://whc.unesco.org/en/list/1202,Cuba,2005.0
Vredefort Dome,1.0,0.0,0.0,https://whc.unesco.org/en/list/1162,South Africa,2005.0
Wadi Al-Hitan (Whale Valley),1.0,0.0,0.0,https://whc.unesco.org/en/list/1186,Egypt,2005.0
West Norwegian Fjords – Geirangerfjord and Nærøyfjord,1.0,0.0,0.0,https://whc.unesco.org/en/list/1195,Norway,2005.0
Aapravasi Ghat,0.0,1.0,0.0,https://whc.unesco.org/en/list/1227,Mauritius,2006.0
Aflaj Irrigation Systems of Oman,0.0,1.0,0.0,https://whc.unesco.org/en/list/1207,Oman,2006.0
Agave Landscape and Ancient Industrial Facilities of Tequila,0.0,1.0,0.0,https://whc.unesco.org/en/list/1209,Mexico,2006.0
Bisotun,0.0,1.0,0.0,https://whc.unesco.org/en/list/1222,Islamic Republic of,2006.0
Centennial Hall in Wrocław,0.0,1.0,0.0,https://whc.unesco.org/en/list/1165,Poland,2006.0
Chongoni Rock-Art Area,0.0,1.0,0.0,https://whc.unesco.org/en/list/476,Malawi,2006.0
Cornwall and West Devon Mining Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1215,United Kingdom of Great Britain and Northern Ireland,2006.0
Crac des Chevaliers and Qal’at Salah El-Din,0.0,1.0,1.0,https://whc.unesco.org/en/list/1229,Syrian Arab Republic,2006.0
Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli,0.0,1.0,0.0,https://whc.unesco.org/en/list/1211,Italy,2006.0
"Harar Jugol, the Fortified Historic Town",0.0,1.0,0.0,https://whc.unesco.org/en/list/1189,Ethiopia,2006.0
Kondoa Rock-Art Sites,0.0,1.0,0.0,https://whc.unesco.org/en/list/1183,United Republic of Tanzania,2006.0
Malpelo Fauna and Flora Sanctuary,1.0,0.0,0.0,https://whc.unesco.org/en/list/1216,Colombia,2006.0
Old town of Regensburg with Stadtamhof,0.0,1.0,0.0,https://whc.unesco.org/en/list/1155,Germany,2006.0
Sewell Mining Town,0.0,1.0,0.0,https://whc.unesco.org/en/list/1214,Chile,2006.0
"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",1.0,0.0,0.0,https://whc.unesco.org/en/list/1213,China,2006.0
Stone Circles of Senegambia,0.0,1.0,0.0,https://whc.unesco.org/en/list/1226,Gambia,2006.0
Vizcaya Bridge,0.0,1.0,0.0,https://whc.unesco.org/en/list/1217,Spain,2006.0
Yin Xu,0.0,1.0,0.0,https://whc.unesco.org/en/list/1114,China,2006.0
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,1.0,0.0,0.0,https://whc.unesco.org/en/list/1133,Albania,2007.0
"Bordeaux, Port of the Moon",0.0,1.0,0.0,https://whc.unesco.org/en/list/1256,France,2007.0
Central University City Campus of the Universidad Nacional Autónoma de México (UNAM),0.0,1.0,0.0,https://whc.unesco.org/en/list/1250,Mexico,2007.0
Ecosystem and Relict Cultural Landscape of Lopé-Okanda,1.0,1.0,0.0,https://whc.unesco.org/en/list/1147,Gabon,2007.0
"Gamzigrad-Romuliana, Palace of Galerius",0.0,1.0,0.0,https://whc.unesco.org/en/list/1253,Serbia,2007.0
Gobustan Rock Art Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1076,Azerbaijan,2007.0
Iwami Ginzan Silver Mine and its Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1246,Japan,2007.0
Jeju Volcanic Island and Lava Tubes,1.0,0.0,0.0,https://whc.unesco.org/en/list/1264,Republic of Korea,2007.0
Kaiping Diaolou and Villages,0.0,1.0,0.0,https://whc.unesco.org/en/list/1112,China,2007.0
"Lavaux, Vineyard Terraces",0.0,1.0,0.0,https://whc.unesco.org/en/list/1243,Switzerland,2007.0
Mehmed Paša Sokolović Bridge in Višegrad,0.0,1.0,0.0,https://whc.unesco.org/en/list/1260,Bosnia and Herzegovina,2007.0
Old Town of Corfu,0.0,1.0,0.0,https://whc.unesco.org/en/list/978,Greece,2007.0
Parthian Fortresses of Nisa,0.0,1.0,0.0,https://whc.unesco.org/en/list/1242,Turkmenistan,2007.0
Rainforests of the Atsinanana,1.0,0.0,1.0,https://whc.unesco.org/en/list/1257,Madagascar,2007.0
Red Fort Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/231,India,2007.0
Richtersveld Cultural and Botanical Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1265,South Africa,2007.0
Rideau Canal,0.0,1.0,0.0,https://whc.unesco.org/en/list/1221,Canada,2007.0
Samarra Archaeological City,0.0,1.0,1.0,https://whc.unesco.org/en/list/276,Iraq,2007.0
South China Karst,1.0,0.0,0.0,https://whc.unesco.org/en/list/1248,China,2007.0
Sydney Opera House,0.0,1.0,0.0,https://whc.unesco.org/en/list/166,Australia,2007.0
Teide National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1258,Spain,2007.0
Twyfelfontein or /Ui-//aes,0.0,1.0,0.0,https://whc.unesco.org/en/list/1255,Namibia,2007.0
Armenian Monastic Ensembles of Iran,0.0,1.0,0.0,https://whc.unesco.org/en/list/1262,Islamic Republic of,2008.0
Bahá’i Holy Places in Haifa and the Western Galilee,0.0,1.0,0.0,https://whc.unesco.org/en/list/1220,Israel,2008.0
Berlin Modernism Housing Estates,0.0,1.0,0.0,https://whc.unesco.org/en/list/1239,Germany,2008.0
Chief Roi Mata’s Domain,0.0,1.0,0.0,https://whc.unesco.org/en/list/1280,Vanuatu,2008.0
Fortifications of Vauban,0.0,1.0,0.0,https://whc.unesco.org/en/list/1283,France,2008.0
Fujian Tulou,0.0,1.0,0.0,https://whc.unesco.org/en/list/1113,China,2008.0
Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),0.0,1.0,0.0,https://whc.unesco.org/en/list/1293,Saudi Arabia,2008.0
Historic Centre of Camagüey,0.0,1.0,0.0,https://whc.unesco.org/en/list/1270,Cuba,2008.0
Joggins Fossil Cliffs,1.0,0.0,0.0,https://whc.unesco.org/en/list/1285,Canada,2008.0
Kuk Early Agricultural Site,0.0,1.0,0.0,https://whc.unesco.org/en/list/887,Papua New Guinea,2008.0
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,1.0,0.0,0.0,https://whc.unesco.org/en/list/1115,France,2008.0
Le Morne Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1259,Mauritius,2008.0
Mantua and Sabbioneta,0.0,1.0,0.0,https://whc.unesco.org/en/list/1287,Italy,2008.0
"Melaka and George Town, Historic Cities of the Straits of Malacca",0.0,1.0,0.0,https://whc.unesco.org/en/list/1223,Malaysia,2008.0
Monarch Butterfly Biosphere Reserve,1.0,0.0,0.0,https://whc.unesco.org/en/list/1290,Mexico,2008.0
Mount Sanqingshan National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1292,China,2008.0
Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,0.0,1.0,0.0,https://whc.unesco.org/en/list/1274,Mexico,2008.0
Rhaetian Railway in the Albula / Bernina Landscapes,0.0,1.0,0.0,https://whc.unesco.org/en/list/1276,Italy,2008.0
Sacred Mijikenda Kaya Forests,0.0,1.0,0.0,https://whc.unesco.org/en/list/1231,Kenya,2008.0
San Marino Historic Centre and Mount Titano,0.0,1.0,0.0,https://whc.unesco.org/en/list/1245,San Marino,2008.0
Saryarka – Steppe and Lakes of Northern Kazakhstan,1.0,0.0,0.0,https://whc.unesco.org/en/list/1102,Kazakhstan,2008.0
Socotra Archipelago,1.0,0.0,0.0,https://whc.unesco.org/en/list/1263,Yemen,2008.0
Stari Grad Plain,0.0,1.0,0.0,https://whc.unesco.org/en/list/1240,Croatia,2008.0
Surtsey,1.0,0.0,0.0,https://whc.unesco.org/en/list/1267,Iceland,2008.0
Swiss Tectonic Arena Sardona,1.0,0.0,0.0,https://whc.unesco.org/en/list/1179,Switzerland,2008.0
Temple of Preah Vihear,0.0,1.0,0.0,https://whc.unesco.org/en/list/1224,Cambodia,2008.0
Wooden Churches of the Slovak part of the Carpathian Mountain Area,0.0,1.0,0.0,https://whc.unesco.org/en/list/1273,Slovakia,2008.0
"Cidade Velha, Historic Centre of Ribeira Grande",0.0,1.0,0.0,https://whc.unesco.org/en/list/1310,Cabo Verde,2009.0
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",0.0,1.0,0.0,https://whc.unesco.org/en/list/1302,Switzerland,2009.0
Mount Wutai,0.0,1.0,0.0,https://whc.unesco.org/en/list/1279,China,2009.0
Pontcysyllte Aqueduct and Canal,0.0,1.0,0.0,https://whc.unesco.org/en/list/1303,United Kingdom of Great Britain and Northern Ireland,2009.0
Royal Tombs of the Joseon Dynasty,0.0,1.0,0.0,https://whc.unesco.org/en/list/1319,Republic of Korea,2009.0
Ruins of Loropéni,0.0,1.0,0.0,https://whc.unesco.org/en/list/1225,Burkina Faso,2009.0
Sacred City of Caral-Supe,0.0,1.0,0.0,https://whc.unesco.org/en/list/1269,Peru,2009.0
Shushtar Historical Hydraulic System,0.0,1.0,0.0,https://whc.unesco.org/en/list/1315,Islamic Republic of,2009.0
Stoclet House,0.0,1.0,0.0,https://whc.unesco.org/en/list/1298,Belgium,2009.0
Sulaiman-Too Sacred Mountain,0.0,1.0,0.0,https://whc.unesco.org/en/list/1230,Kyrgyzstan,2009.0
The Dolomites,1.0,0.0,0.0,https://whc.unesco.org/en/list/1237,Italy,2009.0
Tower of Hercules,0.0,1.0,0.0,https://whc.unesco.org/en/list/1312,Spain,2009.0
Wadden Sea,1.0,0.0,0.0,https://whc.unesco.org/en/list/1314,Denmark,2009.0
At-Turaif District in ad-Dir'iyah,0.0,1.0,0.0,https://whc.unesco.org/en/list/1329,Saudi Arabia,2010.0
Australian Convict Sites,0.0,1.0,0.0,https://whc.unesco.org/en/list/1306,Australia,2010.0
Bikini Atoll Nuclear Test Site,0.0,1.0,0.0,https://whc.unesco.org/en/list/1339,Marshall Islands,2010.0
Camino Real de Tierra Adentro,0.0,1.0,0.0,https://whc.unesco.org/en/list/1351,Mexico,2010.0
Central Highlands of Sri Lanka,1.0,0.0,0.0,https://whc.unesco.org/en/list/1203,Sri Lanka,2010.0
Central Sector of the Imperial Citadel of Thang Long - Hanoi,0.0,1.0,0.0,https://whc.unesco.org/en/list/1328,Viet Nam,2010.0
China Danxia,1.0,0.0,0.0,https://whc.unesco.org/en/list/1335,China,2010.0
Episcopal City of Albi,0.0,1.0,0.0,https://whc.unesco.org/en/list/1337,France,2010.0
Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,0.0,1.0,0.0,https://whc.unesco.org/en/list/1305,China,2010.0
Historic Villages of Korea: Hahoe and Yangdong,0.0,1.0,0.0,https://whc.unesco.org/en/list/1324,Republic of Korea,2010.0
Papahānaumokuākea,1.0,1.0,0.0,https://whc.unesco.org/en/list/1326,United States of America,2010.0
Phoenix Islands Protected Area,1.0,0.0,0.0,https://whc.unesco.org/en/list/1325,Kiribati,2010.0
"Pitons, cirques and remparts of Reunion Island",1.0,0.0,0.0,https://whc.unesco.org/en/list/1317,France,2010.0
Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,0.0,1.0,0.0,https://whc.unesco.org/en/list/1352,Mexico,2010.0
Proto-urban Site of Sarazm,0.0,1.0,0.0,https://whc.unesco.org/en/list/1141,Tajikistan,2010.0
Putorana Plateau,1.0,0.0,0.0,https://whc.unesco.org/en/list/1234,Russian Federation,2010.0
São Francisco Square in the Town of São Cristóvão,0.0,1.0,0.0,https://whc.unesco.org/en/list/1272,Brazil,2010.0
Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,0.0,1.0,0.0,https://whc.unesco.org/en/list/1349,Kingdom of the,2010.0
Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,0.0,1.0,0.0,https://whc.unesco.org/en/list/1345,Islamic Republic of,2010.0
Tabriz Historic Bazaar Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/1346,Islamic Republic of,2010.0
"The Jantar Mantar, Jaipur",0.0,1.0,0.0,https://whc.unesco.org/en/list/1338,India,2010.0
Ancient Villages of Northern Syria,0.0,1.0,1.0,https://whc.unesco.org/en/list/1348,Syrian Arab Republic,2011.0
Archaeological Sites of the Island of Meroe,0.0,1.0,0.0,https://whc.unesco.org/en/list/1336,Sudan,2011.0
Citadel of the Ho Dynasty,0.0,1.0,0.0,https://whc.unesco.org/en/list/1358,Viet Nam,2011.0
Coffee Cultural Landscape of Colombia,0.0,1.0,0.0,https://whc.unesco.org/en/list/1121,Colombia,2011.0
Cultural Landscape of the Serra de Tramuntana,0.0,1.0,0.0,https://whc.unesco.org/en/list/1371,Spain,2011.0
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",0.0,1.0,0.0,https://whc.unesco.org/en/list/1343,United Arab Emirates,2011.0
Fagus Factory in Alfeld,0.0,1.0,0.0,https://whc.unesco.org/en/list/1368,Germany,2011.0
"Fort Jesus, Mombasa",0.0,1.0,0.0,https://whc.unesco.org/en/list/1295,Kenya,2011.0
"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",0.0,1.0,0.0,https://whc.unesco.org/en/list/1277,Japan,2011.0
Historic Bridgetown and its Garrison,0.0,1.0,0.0,https://whc.unesco.org/en/list/1376,Barbados,2011.0
Kenya Lake System in the Great Rift Valley,1.0,0.0,0.0,https://whc.unesco.org/en/list/1060,Kenya,2011.0
Konso Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1333,Ethiopia,2011.0
León Cathedral,0.0,1.0,0.0,https://whc.unesco.org/en/list/1236,Nicaragua,2011.0
Longobards in Italy. Places of the Power (568-774 A.D.),0.0,1.0,0.0,https://whc.unesco.org/en/list/1318,Italy,2011.0
Ningaloo Coast,1.0,0.0,0.0,https://whc.unesco.org/en/list/1369,Australia,2011.0
Ogasawara Islands,1.0,0.0,0.0,https://whc.unesco.org/en/list/1362,Japan,2011.0
Petroglyphic Complexes of the Mongolian Altai,0.0,1.0,0.0,https://whc.unesco.org/en/list/1382,Mongolia,2011.0
Prehistoric Pile Dwellings around the Alps,0.0,1.0,0.0,https://whc.unesco.org/en/list/1363,Austria,2011.0
Residence of Bukovinian and Dalmatian Metropolitans,0.0,1.0,0.0,https://whc.unesco.org/en/list/1330,Ukraine,2011.0
Saloum Delta,0.0,1.0,0.0,https://whc.unesco.org/en/list/1359,Senegal,2011.0
Selimiye Mosque and its Social Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/1366,Türkiye,2011.0
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",0.0,1.0,0.0,https://whc.unesco.org/en/list/1153,France,2011.0
The Persian Garden,0.0,1.0,0.0,https://whc.unesco.org/en/list/1372,Islamic Republic of,2011.0
Wadi Rum Protected Area,1.0,1.0,0.0,https://whc.unesco.org/en/list/1377,Jordan,2011.0
West Lake Cultural Landscape of Hangzhou,0.0,1.0,0.0,https://whc.unesco.org/en/list/1334,China,2011.0
Archaeological Heritage of the Lenggong Valley,0.0,1.0,0.0,https://whc.unesco.org/en/list/1396,Malaysia,2012.0
"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",0.0,1.0,0.0,https://whc.unesco.org/en/list/1407,Senegal,2012.0
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",0.0,1.0,0.0,https://whc.unesco.org/en/list/1433,State of Palestine,2012.0
Chengjiang Fossil Site,1.0,0.0,0.0,https://whc.unesco.org/en/list/1388,China,2012.0
Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy,0.0,1.0,0.0,https://whc.unesco.org/en/list/1194,Indonesia,2012.0
Decorated Farmhouses of Hälsingland,0.0,1.0,0.0,https://whc.unesco.org/en/list/1282,Sweden,2012.0
Garrison Border Town of Elvas and its Fortifications,0.0,1.0,0.0,https://whc.unesco.org/en/list/1367,Portugal,2012.0
Gonbad-e Qābus,0.0,1.0,0.0,https://whc.unesco.org/en/list/1398,Islamic Republic of,2012.0
Heritage of Mercury. Almadén and Idrija,0.0,1.0,0.0,https://whc.unesco.org/en/list/1313,Slovenia,2012.0
Historic Town of Grand-Bassam,0.0,1.0,0.0,https://whc.unesco.org/en/list/1322,Côte d'Ivoire,2012.0
Lakes of Ounianga,1.0,0.0,0.0,https://whc.unesco.org/en/list/1400,Chad,2012.0
Landscape of Grand Pré,0.0,1.0,0.0,https://whc.unesco.org/en/list/1404,Canada,2012.0
Lena Pillars Nature Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1299,Russian Federation,2012.0
Major Mining Sites of Wallonia,0.0,1.0,0.0,https://whc.unesco.org/en/list/1344,Belgium,2012.0
Margravial Opera House Bayreuth,0.0,1.0,0.0,https://whc.unesco.org/en/list/1379,Germany,2012.0
Masjed-e Jāmé of Isfahan,0.0,1.0,0.0,https://whc.unesco.org/en/list/1397,Islamic Republic of,2012.0
Neolithic Site of Çatalhöyük,0.0,1.0,0.0,https://whc.unesco.org/en/list/1405,Türkiye,2012.0
Nord-Pas de Calais Mining Basin,0.0,1.0,0.0,https://whc.unesco.org/en/list/1360,France,2012.0
"Pearling, Testimony of an Island Economy",0.0,1.0,0.0,https://whc.unesco.org/en/list/1364,Bahrain,2012.0
"Rabat, Modern Capital and Historic City: a Shared Heritage",0.0,1.0,0.0,https://whc.unesco.org/en/list/1401,Morocco,2012.0
Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,0.0,1.0,0.0,https://whc.unesco.org/en/list/1100,Brazil,2012.0
Rock Islands Southern Lagoon,1.0,1.0,0.0,https://whc.unesco.org/en/list/1386,Palau,2012.0
Sangha Trinational,1.0,0.0,0.0,https://whc.unesco.org/en/list/1380,Cameroon,2012.0
Site of Xanadu,0.0,1.0,0.0,https://whc.unesco.org/en/list/1389,China,2012.0
Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,0.0,1.0,0.0,https://whc.unesco.org/en/list/1393,Israel,2012.0
Western Ghats,1.0,0.0,0.0,https://whc.unesco.org/en/list/1342,India,2012.0
Al Zubarah Archaeological Site,0.0,1.0,0.0,https://whc.unesco.org/en/list/1402,Qatar,2013.0
Ancient City of Tauric Chersonese and its Chora,0.0,1.0,0.0,https://whc.unesco.org/en/list/1411,Ukraine,2013.0
Bergpark Wilhelmshöhe,0.0,1.0,0.0,https://whc.unesco.org/en/list/1413,Germany,2013.0
Cultural Landscape of Honghe Hani Rice Terraces,0.0,1.0,0.0,https://whc.unesco.org/en/list/1111,China,2013.0
El Pinacate and Gran Desierto de Altar Biosphere Reserve,1.0,0.0,0.0,https://whc.unesco.org/en/list/1410,Mexico,2013.0
"Fujisan, sacred place and source of artistic inspiration",0.0,1.0,0.0,https://whc.unesco.org/en/list/1418,Japan,2013.0
Golestan Palace,0.0,1.0,0.0,https://whc.unesco.org/en/list/1422,Islamic Republic of,2013.0
Hill Forts of Rajasthan,0.0,1.0,0.0,https://whc.unesco.org/en/list/247,India,2013.0
Historic Centre of Agadez,0.0,1.0,0.0,https://whc.unesco.org/en/list/1268,Niger,2013.0
Historic Monuments and Sites in Kaesong,0.0,1.0,0.0,https://whc.unesco.org/en/list/1278,Democratic People's Republic of Korea,2013.0
Levuka Historical Port Town,0.0,1.0,0.0,https://whc.unesco.org/en/list/1399,Fiji,2013.0
Medici Villas and Gardens in Tuscany,0.0,1.0,0.0,https://whc.unesco.org/en/list/175,Italy,2013.0
Mount Etna,1.0,0.0,0.0,https://whc.unesco.org/en/list/1427,Italy,2013.0
Namib Sand Sea,1.0,0.0,0.0,https://whc.unesco.org/en/list/1430,Namibia,2013.0
Red Bay Basque Whaling Station,0.0,1.0,0.0,https://whc.unesco.org/en/list/1412,Canada,2013.0
Tajik National Park (Mountains of the Pamirs),1.0,0.0,0.0,https://whc.unesco.org/en/list/1252,Tajikistan,2013.0
University of Coimbra – Alta and Sofia,0.0,1.0,0.0,https://whc.unesco.org/en/list/1387,Portugal,2013.0
Wooden Tserkvas of the Carpathian Region in Poland and Ukraine,0.0,1.0,0.0,https://whc.unesco.org/en/list/1424,Poland,2013.0
Xinjiang Tianshan,1.0,0.0,0.0,https://whc.unesco.org/en/list/1414,China,2013.0
Bolgar Historical and Archaeological Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/981,Russian Federation,2014.0
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,0.0,1.0,0.0,https://whc.unesco.org/en/list/1452,Türkiye,2014.0
Carolingian Westwork and Civitas Corvey,0.0,1.0,0.0,https://whc.unesco.org/en/list/1447,Germany,2014.0
Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,0.0,1.0,0.0,https://whc.unesco.org/en/list/1370,Israel,2014.0
